Код  аптеки ;Наименование ;Количество ;Цена ;
4;Аторвастатин  10мг  таб  №60;0;256.0
4;Панзинорм  форте  20000  таб  №10;2;98.0
4;Эуфиллин  2,4%  10мл  амп  №10;1;52.0
4;Аципол  капс  №30;1;429.0
4;Протефикс  крем    экстра-сильный  с  мятой  47г;0;287.0
4;Анвимакс  клюква  пор  №24;0;712.0
4;Пантодерм  5%  мазь  30г;1;336.0
4;Диклофенак  50мг  таб    п/о  №20;0;42.0
4;Крем  либридерм  коллаген  омолаж  д/лиц/шеи/декол  50мл;2;699.0
4;Никоретте  1мг/доза  спрей  150доз;0;1098.0
4;Пантодерм  5%  мазь  30г;1;316.0
4;Стопгрипан  /лимон/  пор  №10;1;378.0
4;Судокрем  крем  детс  125г;1;464.0
4;Терафлю  лесные  ягоды  пор  №10;0;460.0
4;Фосфалюгель  гель  16г  №20;0;460.0
4;Актовегин  40мг/мл  2мл  амп  №25;0.6;1720.0
4;Гевискон  /мятные/  таб  №48;1;464.0
4;Кардосал  10мг  таб  п/о  №28;0.5;599.0
4;Топамакс  25мг  капс  №60;0;919.0
4;Презерватив  визит  д/узи;4;35.0
4;Гардекс  naturin  от  клещей  и  комаров  100мл  аэр;1;224.0
4;Генферон  лайт  125000ме+5мг  свечи  №10;1;438.0
4;Амоксициллин  1000мг  таб  №12;1;184.0
4;Бензидамин  спрей  30мл;0;278.0
4;Хондролон  100мг  амп  №10;1;868.0
4;Шприц  5мл;0;6.0
4;Кофеин-бензоат  натрий  20%  1мл  амп  №10;1;40.0
4;Алкоклин  глутаргин  таб  №2;1;239.0
4;Метронидазол  250мг  таб  №20;0;15.2
4;Новокаин  2%  2мл  амп  №10;5;22.7
4;Толперизон  150мг  таб  п/о  №30;1;314.0
4;Аспаркам  таб  №60;0;47.0
4;Аторвастатин  10мг  таб  №60;2;255.0
4;Випросал  В  мазь  30г;0;288.0
4;Кисель  льняной  пак  20г;0;19.0
4;Риностоп  аква  беби  125мл;0;369.0
4;Эриус  5мг  таб  п/о  №10;0;628.0
4;Полисорб  МП  пор  50г;0;402.0
4;Колдрекс  максгрипп  лимон  пор  №10  пак;1;446.0
4;Нефрадоз  300мг  капс  №60;1;895.0
4;Орвис  бронхо  7,5мг/мл  р-р  д/инг  100мл;1;190.0
4;Клотримазол  1%  мазь  15г;1;55.0
4;Викс  антигрипп  макс  д/приг  р-ра  лимон  пак  внутр  пор  5г  №5;2;240.0
4;Нурофен  экспресс  200мг  капс  №24;0;448.0
4;Арпефлю  100мг  таб  №20;0;290.0
4;Аквалор  форте  мини  спрей  50мл;1;326.0
4;Арпефлю  100мг  таб  №30;0.67;465.0
4;Арпефлю  50мг  таб  №20;5;130.0
4;Мирамистин  0,01%  р-р  50мл;9;330.0
4;Парацетамол  детс  2,4%  100мл  сусп;8;72.0
4;Саноксал  400мг  таб  №1;9;180.0
4;Акатинол  мемантин  20мг  таб  №98;0;8694.0
4;Липобейз  беби  эмульсия  детс  д/тела  200мл;1;430.0
4;Шолл  пилка  электрич  ролик  scholl  /розовая/;1;2345.0
4;Чулок  компрессионный  со  швом  до  бедра  3кл.компрес.  №3  /белый/;2;370.0
4;Цитросепт  100мл;0;2765.0
4;Сартавель  0,16  /1+1/  капс  №30;1;519.0
4;Дормикинд  гомео  детс  лингв  таб  №150  /с  0  до  6  лет/;1;608.0
4;Панавир  0,004%  5мл  амп  №5;1;4330.0
4;Фосфо-сода  флвнутр  45мл  р-р  №2;0;716.0
4;Апровель  150мг  таб  №28;1;705.0
4;Устр-во  акку-чек  софткликс  +25  ланцет  д/прокола;1;539.0
4;Демотен  гель  косметич  100мл;1;365.0
4;Контрактубекс  гель  50г;1;1109.0
4;Тонометр  UA-705  полуавтомат;1;2495.0
4;Фолио  95мг  таб  №150;1;769.0
4;Аллафорте  25мг  таб  №20;1;638.0
4;Поильник-непроливайка  со  смен  носиком  любимый  /13945/  6+мес  250мл;0;336.0
4;Целебрекс  100мг  капс  №10;1;614.0
4;Спермактин  форте  пак-саше  10г  №15;1;3885.0
4;Энзикс  дуо  форте  таб  №45;1;416.0
4;Селана  1мг  таб  п/о  №28;1;839.0
4;Сермион  30мг  таб  п/о  №30;1;1095.0
4;Хлое  таб  п/о  №28х3;0.33;2385.0
4;Либексин  муко  сироп  детс  2%  125мл;1;536.0
4;Доппельгерц  нервотоник  250мл  фл;1;475.0
4;Чемеричная  вода  100мл;0;150.0
4;Минирин  мелт  120мкг  лиофилизат  таб  №30;1;3080.0
4;Тонометр  Омрон  М2  Бейсик  авт  7121-РУ;1;2163.0
4;Пикфлоуметр  omron  peak  flow  meter  pfm20  /детский/взрослый/;1;1749.0
4;Симилак  неошур  смесь  сух  мол  детс  370;1;895.0
4;Серетид  мультидиск  50мкг+100мкг/доза  60доз  пор;0;1229.0
4;Кабрита  1  gold  смесь  сух  козье  молоко  400;0;1265.0
4;Аллафорте  50мг  таб  №10;1;566.0
4;Когитум  10мл  внутр  р-р  амп  №30;1;4399.0
4;Липримар  10мг  таб  п/о  №100;0;850.0
4;Торвакард  20мг  таб  п/о  №90;0.67;1125.0
4;Простатилен  30мг  свечи  рект  №5;0;399.0
4;Розукард  20мг  таб  п/о  №90;0.67;2673.0
4;Розукард  20мг  таб  п/о  №90;1;2664.0
4;Скин-кап  0,2%  крем  15г;0;1039.0
4;Амиодарон  50мг/мл  3мл  р-р  №10;0;249.0
4;Твинста  5мг+40мг  №28;1;1375.0
4;Пилобакт  АМ  комбинированный  набор  №7;1;1422.0
4;Сермион  5мг  таб  п/о  №30;1;718.0
4;Кардура  2мг  таб  №30;0;633.0
4;Аква  марис  стронг  для  горла  спрей  30мл;1;283.0
4;Момат  рино  адванс  140мкг+50мкг/доза  150доз  спрей  назал  дозир  фл*;0;644.0
4;Иглы  д/шприц-ручек  droplet  31g  8мм  №100;0.01;850.0
4;Подгузники  сени  взросл  супер  плюс  S  №30;0;1477.0
4;Тонометр  Омрон  М1  компакт  п/автомат;0;2039.0
4;Гордокс  (контрикал)  100000ЕД/10мл  амп  №25;0.84;5685.0
4;Телзап  плюс  80мг+12,5мг  таб  №90;0.11;1330.0
4;Чулки  компр  п/эмболические/18-22  мм  рт  ст/размер  3/бел;1;1369.0
4;Валвир  таб  п/п/о  500мг  №42;0;2315.0
4;Глиатилин  600мг/7мл  р-р  д/приема  внутрь  фл  №10;0;759.0
4;Либридерм  крем  серацин  актив  точечного  нанесения  20мл;1;319.0
4;Либридерм  серацин  тоник  матирующий  100мл;0;446.0
4;Дивигель  0,1%  1г  пак  №28;1;959.0
4;Аллергодил  140мкг/доза  назал  спpей  10мл  ;0;653.0
4;Прогестерон  1%  1мл  амп  №10;1;442.0
4;Феринжект  50мг  р-р  в/в  фл  2мл  №5;1;5225.0
4;Гистафен  50мг  таб  №20;1;753.0
4;Семакс  1%  3мл  назал  кап;1;1927.0
4;Шолл  насадки  средней  жесткости  сменные  роликовые  д/эл.  пилки  уп  №2;1;789.0
4;Дифферин  0,1%  гель  30г;1;939.0
4;Подгузники  сени  взросл  супер  плюс  L  №30;1;1999.0
4;Уропрофит  495мг  капс  №30;1;498.0
4;Ультракаин  д-с  2мл  амп  №10;0.7;1540.0
4;Бронзиада  крем  с  омега  3-6-9  и  термальной  водой  spf  15  150мл;1;760.0
4;Дерматикс  гель  д/предотвращения  рубцов  15г;1;2574.0
4;Доппельгерц  бьюти  красота  и  здоровье  волос  капс  №30;1;729.0
4;Доппельгерц  бьюти  slim-комплекс  д/сн.веса  капс  №60;1;831.0
4;Спазмекс  15мг  таб  п/о  №30;0.67;539.0
4;Гардекс  беби  от  клещей/комаров  100мл  аэр;1;318.0
4;Гардекс  беби  спрей  от  комаров  детс  с  2-х  лет  100мл;1;289.0
4;Будесонид  изихейлер  200мкг/доза  пор  д/инг  200доз;1;1089.0
4;Энап  5мг  таб  №60;0.33;236.0
4;Тражента  5мг  таб  №30;1;1929.0
4;Тригрим  10мг  таб  №30;0;580.0
4;Аэртал  100мг  таб  №60;0;936.0
4;Скин-кап  наружн  0,2%  35г  аэр;1;2069.0
4;Алерана  5%  спрей  60мл;1;1025.0
